930514,164412,1
17598,1344812,1
1350047,407566,1
1790569,212015,1
227999,457181,1
251602,1538218,1
1277924,222739,1
941105,1290226,1
1277687,683445,1
313553,1394958,1
299681,829659,1
1523474,926085,1
1861565,764195,1
1015831,1211134,1
1378841,633718,1
299836,1298594,1
30994,1287058,1
1460177,1070476,1
1048794,115947,1
137814,642978,1
223728,1612169,1
546141,1775121,1
981032,1829017,1
948059,336546,1
577563,1731384,1
547610,595944,1
1181961,1119831,1
1361499,67692,1
194573,1633380,1
1848757,1572922,1
79080,1540095,1
1583476,1758725,1
1006117,932575,1
1452286,1421920,1
277798,382941,1
427971,1041743,1
1834328,525446,1
846846,928138,1
1286021,1239018,1
1307396,459037,1
1457367,1168589,1
1341718,381813,1
249506,1813725,1
1597891,617799,1
201867,579891,1
762871,477149,1
604270,226988,1
345674,158726,1
45245,1322047,1
1672420,108347,1
1317487,1732734,1
638897,409743,1
1710782,14063,1
1824745,1537022,1
787060,1855246,1
1561374,1077943,1
498783,229850,1
1473992,869071,1
677977,969500,1
1420707,1601439,1
271734,1776312,1
687378,1116488,1
779179,607525,1
314231,1178908,1
1424498,1264066,1
740243,1248807,1
516114,1690926,1
187896,63356,1
173491,1581349,1
1319059,1350307,1
780808,1513454,1
452383,1375127,1
1613007,1330287,1
650580,1470522,1
1183819,591844,1
739237,1210590,1
587712,1079372,1
415545,407596,1
1430666,1636537,1
1594501,763555,1
216054,460321,1
287354,574497,1
716381,592269,1
1036426,169644,1
1454080,595795,1
1044111,1182429,1
616802,500900,1
65962,1008253,1
486193,144905,1
1259472,343470,1
1193175,1262503,1
1593836,530192,1
306240,1438551,1
516826,992297,1
380203,1458882,1
1736415,1770177,1
53693,1113984,1
1279877,1390006,1
1052067,976426,1
928917,678964,1
945175,1190606,1
1292001,900207,1
847174,373994,1
810644,1375675,1
822154,1434055,1
295114,867369,1
938146,1444667,1
1663755,422497,1
778636,306271,1
893832,892749,1
1548762,778972,1
217876,59029,1
217687,832776,1
1541403,1510025,1
489149,1031160,1
901664,1479593,1
377429,1266326,1
119856,1571419,1
1638653,1207086,1
991935,1505621,1
732278,1816591,1
1770462,1384783,1
1092308,209888,1
54521,1497838,1
1819193,1395252,1
668743,48981,1
38991,102212,1
165388,1645690,1
236909,507229,1
112362,424858,1
1595054,1129130,1
478793,264087,1
1481034,1301491,1
1460880,857969,1
575566,1155346,1
1151874,46639,1
1678677,907817,1
701820,837497,1
1344372,1548077,1
302873,1287111,1
624140,1634266,1
855329,536672,1
1453,37551,1
617374,1008904,1
717504,1203711,1
682493,594881,1
1246717,129513,1
1032968,1277679,1
1462582,478307,1
1801766,548173,1
1854368,1105289,1
1608367,1535779,1
437122,334187,1
1496548,1828688,1
1699977,1599401,1
656186,1590973,1
1363732,1812870,1
1205466,1436826,1
1770398,310364,1
230696,1652000,1
1059860,384496,1
1478953,170235,1
1417062,1336218,1
1726175,55096,1
120141,965722,1
1633621,1264258,1
1629878,1344557,1
426547,871959,1
588795,1166844,1
1006329,241489,1
932360,509914,1
1528537,880668,1
1216061,1653991,1
1624365,51495,1
213972,642048,1
133193,611550,1
749134,662554,1
1570001,47458,1
1858795,1471430,1
1505979,977587,1
206419,651180,1
109298,384163,1
1487782,401590,1
1011236,1110409,1
138699,385234,1
916550,1475640,1
1324000,1144553,1
342290,464110,1
1277730,78649,1
1084214,341823,1
1802087,1232358,1
1362907,888194,1
442777,328540,1
507620,1008764,1
1829003,1003648,1
1065760,972911,1
1771986,1770699,1
713186,723959,1
1721980,766064,1
405241,317223,1
1184342,1595358,1
41132,364571,1
465674,996235,1
1418701,481006,1
1116584,1334676,1
337096,1608945,1
1635314,1272291,1
803672,878320,1
275969,1714797,1
787743,12503,1
1344860,504904,1
1102357,352953,1
80726,1627766,1
1447471,830667,1
1395824,297597,1
126718,1561743,1
17104,1434721,1
1440256,1155244,1
486765,882374,1
1497379,27988,1
1787112,1813120,1
173311,1085452,1
107306,608255,1
661310,183144,1
197187,1099670,1
1710279,741898,1
771852,524783,1
73747,56939,1
1092954,217687,1
1755668,1289468,1
598749,1533219,1
451050,358168,1
1682896,440029,1
1695892,221683,1
262162,341389,1
147625,865721,1
579559,405885,1
566793,1202042,1
1555027,1663474,1
601818,1188268,1
616919,133063,1
152691,1818506,1
753477,106733,1
1300269,819613,1
1143086,1072776,1
1784281,21154,1
809823,1281316,1
173664,1365641,1
232806,1374457,1
959458,1824967,1
938336,997796,1
1297194,365959,1
1227928,1329225,1
1284440,1797964,1
599788,106253,1
658695,219269,1
421943,167607,1
970585,699869,1
916012,985573,1
63107,124581,1
706550,1122462,1
487500,1223110,1
896055,116623,1
124061,933083,1
1441214,698078,1
1256971,750072,1
1195009,1278385,1
812798,1723616,1
1060934,1615537,1
1726116,1705474,1
919957,861719,1
1512116,1039604,1
1173941,1278534,1
868595,1093278,1
589899,479378,1
1788466,201373,1
922243,1107647,1
1651486,411483,1
824461,759958,1
1348786,170501,1
1380737,1803009,1
1739305,815828,1
1568845,917114,1
1832937,965674,1
724502,39123,1
1639337,655959,1
1590035,1814133,1
195245,1623328,1
1103634,1266493,1
479722,1742091,1
494888,1472294,1
1632909,276103,1
700279,799218,1
1490944,294567,1
418267,983038,1
1704319,146447,1
691581,991850,1
339988,1218181,1
907863,1726957,1
1512544,1315210,1
428648,331419,1
376211,636197,1
517148,1694258,1
1041648,833937,1
560374,244820,1
1288770,159410,1
101589,726862,1
1816457,1492122,1
810799,1496297,1
95661,228337,1
997762,550489,1
558650,1800362,1
575659,1792481,1
920307,194378,1
1455878,327751,1
419703,1078499,1
103011,1582265,1
1346192,1526646,1
972834,1225070,1
17106,771895,1
1785255,1394215,1
1538043,386217,1
1739944,747890,1
1078025,154571,1
778388,27696,1
918299,1385655,1
24506,336100,1
1477295,1179530,1
1308724,1800076,1
1165197,817654,1
1425434,1236790,1
783258,432598,1
1218697,1736364,1
248099,929424,1
1392319,1132570,1
1600558,495518,1
421695,1232109,1
417215,1133575,1
1140766,315717,1
833146,1789322,1
849060,741911,1
833556,1558700,1
262261,1745689,1
564969,233517,1
1446873,1438883,1
537652,1188043,1
916809,315729,1
622654,62283,1
1187581,64857,1
1567933,1544332,1
641411,872394,1
1522825,790814,1
673129,157037,1
1489837,1736564,1
159339,837653,1
1645065,1115492,1
1789704,440297,1
1474418,1814915,1
88031,29203,1
681615,1335520,1
853055,625771,1
1721737,1635249,1
221019,1714480,1
1729234,1066252,1
399894,654942,1
225548,464828,1
191671,922511,1
1366223,776754,1
389248,1607710,1
1483325,352025,1
218832,46986,1
915800,1153220,1
238583,495542,1
968457,113042,1
1174206,1327918,1
1292265,569678,1
506928,1409482,1
823508,1550337,1
408480,810639,1
431786,1504917,1
153199,1335199,1
1469378,1588802,1
402778,247267,1
1344023,206963,1
194508,1337976,1
1284005,121802,1
1420597,1457719,1
239603,924072,1
377383,73161,1
15714,1090959,1
866471,1087354,1
1286639,1531269,1
468666,1318988,1
796274,901795,1
703324,430915,1
1324998,923817,1
38774,1658571,1
568422,852637,1
1806459,459829,1
195062,1465534,1
1227746,209108,1
1416968,1075809,1
1545520,368216,1
661182,292263,1
854955,30533,1
122845,616719,1
192115,2821,1
192412,1519685,1
1272417,854894,1
1445648,1657699,1
401739,728436,1
949549,100114,1
1502722,87207,1
458775,1222845,1
686978,78233,1
1562519,1750442,1
559218,1403,1
112519,60227,1
435468,1537810,1
532733,1284345,1
1288480,1705128,1
599101,1636613,1
1667020,1616765,1
205617,104497,1
1653552,1852707,1
1254204,1045276,1
1505621,554480,1
1612926,976269,1
1463540,1267709,1
1544342,11474,1
1575696,1796402,1
420733,1375679,1
907960,765149,1
576842,464268,1
1239955,559673,1
1193447,758938,1
153322,1704278,1
1449489,568696,1
827064,1848178,1
526495,1244110,1
672315,841082,1
188595,1755521,1
1792746,120579,1
104533,285517,1
1727055,1749179,1
1043605,425769,1
1054785,658521,1
435909,425721,1
1062630,1359394,1
952588,1608210,1
1686235,1311407,1
1544436,1619224,1
249526,194920,1
1040157,490742,1
1090292,940143,1
1841692,921115,1
1861989,720956,1
1090059,389804,1
738270,1704981,1
854043,1800006,1
1229448,668957,1
310671,982446,1
423628,1359851,1
641643,141733,1
910288,386523,1
830750,1272488,1
433743,1824560,1
553689,1118843,1
1372421,1685197,1
752790,1580780,1
108892,1539281,1
599863,679215,1
470499,503809,1
1012818,1557134,1
789767,1415360,1
971189,482620,1
416513,1680874,1
1038328,559392,1
580260,1444484,1
1069937,527400,1
1763134,1799166,1
415481,1401353,1
532245,1642163,1
1773653,1258282,1
1039411,1243382,1
770098,1775998,1
669030,1461413,1
1771202,354594,1
378930,1271560,1
423851,1219635,1
929944,1736337,1
1716131,1012311,1
1402648,308738,1
1680091,351763,1
907857,516080,1
721082,1618634,1
1231916,164652,1
1196421,637862,1
211401,953040,1
1624966,730263,1
1285005,92481,1
674186,1644999,1
731244,136518,1
430321,1038914,1
1136983,1299377,1
632780,1052235,1
73270,1079949,1
1274295,614295,1
276018,1367936,1
1080501,1407055,1
673035,1557246,1
1326523,464252,1
173284,552274,1
1387562,1775971,1
314674,317227,1
637582,739125,1
216339,887002,1
1672592,856932,1
1097700,1285343,1
470934,1581372,1
472358,621449,1
1797600,73307,1
1209984,889565,1
115841,313036,1
742545,321332,1
1373640,1722406,1
407495,905436,1
730007,794565,1
1121617,963189,1
437110,462505,1
270381,1769012,1
1803838,740981,1
781931,1183725,1
304244,241451,1
646789,1392512,1
22385,1471215,1
303633,216249,1
1558509,9988,1
310875,992479,1
1134043,263864,1
1372887,283203,1
123182,1664423,1
713639,1415246,1
620930,929152,1
1317010,776273,1
848773,908609,1
1425989,177216,1
676989,1005713,1
30646,591491,1
699037,1487232,1
200177,1726618,1
464536,112362,1
77018,472283,1
684318,353985,1
741678,1555183,1
1181443,598751,1
1845114,1764675,1
704893,323255,1
1365555,1693587,1
132977,867460,1
66310,884622,1
935862,149911,1
1605277,143331,1
1728298,278930,1
8127,712242,1
892071,236967,1
1677560,1655301,1
1829825,857221,1
660163,1672658,1
1755440,622997,1
1261023,203200,1
1769643,177730,1
647174,1147042,1
627420,81936,1
1424531,35598,1
510398,905854,1
694233,99246,1
1357639,1364724,1
58371,814795,1
569223,379931,1
68491,1461030,1
107694,1555095,1
957659,1782384,1
1110146,936567,1
231766,1112919,1
847183,347853,1
398024,1462289,1
1666771,1633380,1
779509,1286524,1
934676,529161,1
1642617,1154708,1
718175,32725,1
637519,1767959,1
189025,1407433,1
505054,1816088,1
1461535,730466,1
637538,371497,1
1631487,1620620,1
1563975,1617741,1
473466,1541021,1
1277582,1556020,1
1415997,152762,1
471001,157962,1
602092,1302993,1
832673,1650849,1
1640067,825133,1
1593806,36451,1
1386359,416346,1
344610,306716,1
1523708,1670049,1
418587,472963,1
489795,61419,1
470952,1465703,1
797087,1798747,1
1343613,132139,1
920572,1627151,1
140300,1188220,1
1176798,1324346,1
1192381,1099149,1
1166923,327728,1
85509,1508269,1
1271184,1732465,1
1807913,632435,1
1103466,1086444,1
1664411,604402,1
527798,849891,1
260088,1848329,1
478780,1475732,1
756615,1656069,1
1602883,1489171,1
958675,347391,1
1464350,368078,1
1479075,258478,1
992726,1776750,1
460775,1778827,1
215112,751215,1
1655482,1816560,1
493674,417275,1
876918,547889,1
667519,35985,1
1477143,1699132,1
665595,72917,1
387253,720155,1
1020042,168370,1
1025866,676582,1
405966,1103829,1
595916,1235163,1
1340981,1822311,1
515008,1582796,1
1337489,688922,1
762119,32596,1
915533,108241,1
1770842,969283,1
296276,975674,1
571741,1333605,1
243419,871360,1
1395008,265146,1
504113,49252,1
1248353,1114949,1
921741,1494493,1
417916,675788,1
1060529,875141,1
464863,1250883,1
172699,856986,1
1829468,1749195,1
1066190,1500204,1
1231050,1235208,1
1514599,790371,1
1227289,1626886,1
427712,142288,1
805049,11465,1
1605125,1054667,1
1428650,388983,1
1751509,1637083,1
960788,1265397,1
880380,592128,1
943120,294118,1
147874,1746925,1
1578159,440124,1
727593,1227577,1
215391,523658,1
533472,1499959,1
264938,1559811,1
1759445,520207,1
1074508,695529,1
1422535,587421,1
1535169,1062773,1
721963,1058098,1
1270030,932620,1
1821907,413541,1
270607,1137018,1
1248992,121015,1
1715982,1629209,1
795842,438546,1
218511,594930,1
492422,368304,1
783198,1319661,1
1549907,386662,1
1464372,643861,1
172713,1813930,1
1252638,1859324,1
1510159,380453,1
407243,1841494,1
661495,1111703,1
1136128,1446186,1
999432,1365770,1
1757442,1260601,1
657343,1623079,1
1202679,241111,1
1737593,506787,1
389969,991881,1
373812,787454,1
61409,971944,1
1568906,1439102,1
1024293,1439776,1
234839,1333777,1
913993,1588871,1
1816300,1139481,1
1478299,694449,1
802482,1259782,1
494994,166505,1
948982,1004817,1
615839,671169,1
1361736,775224,1
1625674,557950,1
1543195,229818,1
542139,259296,1
261796,908644,1
1603176,1464697,1
1376842,237570,1
1848042,1284755,1
402697,645941,1
457175,1773280,1
1060804,1090474,1
605527,1304628,1
17956,592959,1
617660,1581065,1
1233688,237164,1
1300534,547059,1
818534,1457707,1
849327,1292224,1
1000281,647783,1
1331077,1681624,1
1154027,2496,1
1688024,1794633,1
796398,1672550,1
1188781,233145,1
1714300,1673804,1
1574329,265717,1
1027080,1738225,1
1208263,378414,1
343105,35665,1
33353,186060,1
246302,1653661,1
735063,1377294,1
39377,284486,1
1365659,1248201,1
1721442,1667575,1
1309464,1673416,1
1756181,1429733,1
1681078,1802005,1
355403,570506,1
1601258,1318703,1
1414918,1827628,1
2699,143930,1
909295,711660,1
1836598,1098951,1
819515,495926,1
1110489,20236,1
502340,1261268,1
962920,587147,1
306170,1748348,1
489352,1822857,1
1496696,529194,1
376385,1222152,1
1302370,1427479,1
1111793,408251,1
491671,1288297,1
612122,1027465,1
1015987,292682,1
1292252,1057239,1
1080625,1231998,1
1053205,217431,1
700629,1611212,1
344885,458148,1
656210,290474,1
1754101,309022,1
731551,1804261,1
632821,750274,1
1019218,870860,1
1441043,1185995,1
65343,1130527,1
293330,288726,1
1064662,838458,1
1319563,919789,1
1208465,917506,1
1185204,789305,1
1600118,1053155,1
1296985,1612760,1
1694368,1028006,1
272251,1637066,1
684888,841135,1
1394095,1170891,1
1707607,670399,1
1394126,775868,1
1297240,450039,1
169170,1786461,1
1656452,1608071,1
933912,844182,1
857814,226476,1
1671339,1421503,1
1020481,502277,1
1845914,915450,1
418232,700160,1
1281648,1127136,1
313647,482231,1
1130236,1394880,1
272686,1515517,1
386055,1046121,1
807281,1860994,1
665891,1491116,1
1654673,1270982,1
69300,1219682,1
82774,667552,1
1080269,394556,1
1530466,376551,1
583768,483516,1
1777686,1650528,1
148497,1295071,1
1593041,872528,1
1636270,1286978,1
1125681,1717113,1
1600969,861670,1
718882,1342433,1
1104273,1812190,1
886771,180914,1
1745190,1566355,1
1030107,1347065,1
809064,1115510,1
1107040,5225,1
246001,407735,1
766539,1587939,1
830216,1794754,1
1688703,1115501,1
1752177,1424056,1
1165653,526282,1
1101719,1077976,1
245320,259865,1
1075991,1664832,1
1249353,1404770,1
163158,1363957,1
995236,426966,1
1791804,945195,1
1243338,43504,1
662465,719943,1
555722,706388,1
763875,107001,1
1100790,1578445,1
1247690,794957,1
1506388,34814,1
1725173,925711,1
179971,292435,1
534275,1810435,1
1311502,1395134,1
296684,669608,1
487445,1222916,1
1681303,1066012,1
612303,540668,1
1145740,1822277,1
1016215,390265,1
1071527,1193519,1
474344,752381,1
1168213,6223,1
1409168,1110668,1
159828,1105378,1
124707,1640534,1
52945,728514,1
1583856,359360,1
419974,790251,1
105195,870540,1
794195,204570,1
879408,1195303,1
686042,993198,1
582032,1743558,1
148575,2493,1
110689,466124,1
1536265,451523,1
1288964,1157357,1
360473,935106,1
1405594,1660600,1
1536229,907770,1
1276040,499984,1
142522,775354,1
1507791,888522,1
1549937,1363135,1
1673750,1562416,1
1512778,335884,1
1222223,1615289,1
1083657,1461024,1
1467247,1851268,1
223106,1110738,1
1829703,617441,1
232689,1702239,1
1262303,221968,1
216519,313141,1
1226288,743003,1
926990,247586,1
391376,1615820,1
1227387,114242,1
938591,840270,1
1208201,1366380,1
1199322,986885,1
760143,988196,1
772830,590714,1
1510188,394958,1
1233680,1435284,1
750662,820999,1
973518,1108723,1
394352,1858450,1
971486,804021,1
1851391,1304774,1
1320312,645325,1
1707332,69770,1
565923,1093731,1
77094,1429039,1
1480099,1332679,1
940184,879706,1
574082,1415021,1
867946,221515,1
1516375,1066012,1
471118,1799390,1
1128381,197548,1
1815736,407590,1
1549660,901447,1
1823974,20841,1
90875,873515,1
547549,326644,1
1232142,1577339,1
1492489,128231,1
1539815,1430989,1
611125,726296,1
1181613,980361,1
852902,1786486,1
1207181,1178015,1
1135678,1767432,1
1065190,122914,1
534088,493946,1
328899,1562231,1
421823,1209898,1
269191,559546,1
1576676,914228,1
892077,149599,1
567879,147525,1
1767065,764111,1
1301469,163121,1
1421331,51277,1
154747,1651637,1
1283406,1050073,1
1266229,605377,1
546703,98148,1
1828877,1669125,1
1522109,641830,1
1145927,518576,1
1511622,1393372,1
729824,1212451,1
583715,1639468,1
713486,1216378,1
817690,721080,1
326864,1744019,1
379159,918212,1
697963,318909,1
121428,99908,1
719061,48242,1
935960,814579,1
1319326,1715866,1
1104698,1633293,1
721080,731711,1
568077,1586730,1
21778,256922,1
1434053,1455738,1
970332,6864,1
818386,275057,1
302454,1086849,1
297857,474094,1
963452,1077317,1
1767131,1546575,1
1451334,353526,1
1188210,1502311,1
1219751,1231902,1
1850475,1656010,1
813799,1075636,1
1620767,1283734,1
871409,1697241,1
579303,1760753,1
1534636,101534,1
1254601,532857,1
1772419,266140,1
681988,420212,1
877197,1699199,1
1790416,1188020,1
472167,770974,1
200775,1059795,1
942526,755602,1
1042792,1139689,1
443837,1041130,1
1213279,677678,1
1046184,261449,1
1724179,1408343,1
1460035,1040662,1
372213,115896,1
1371077,1773104,1
301809,984662,1
709374,1417614,1
161930,107375,1
1757546,1183870,1
1675646,1503160,1
283996,444058,1
453565,1548447,1
223445,1804576,1
1575754,175182,1
1480042,1018600,1
1220501,1766573,1
1717763,355456,1
720314,259505,1
1819166,905374,1
297420,437182,1
966560,591145,1
867542,1457465,1
690569,366100,1
63360,1248021,1
153839,1510933,1
1061574,625923,1
1427253,253857,1
671794,89806,1
152796,1675491,1
1275237,881363,1
977095,778559,1
1362588,1817024,1
1024812,965761,1
691911,1169516,1
1378202,764781,1
857337,1143574,1
1817861,1833943,1
1807978,571532,1
739658,95577,1
818860,1793505,1
1156051,364482,1
922790,1609720,1
454955,1538618,1
512498,461497,1
1487782,1235445,1
611371,1467262,1
1197333,1115800,1
370615,358896,1
347746,53719,1
1252581,565901,1
429745,1328272,1
1121871,660626,1
164502,413788,1
1620922,1195818,1
950,1416929,1
1115499,1279240,1
7033,629994,1
965233,1031055,1
26436,745974,1
718561,972888,1
367679,1154344,1
1660534,607825,1
637853,783498,1
930581,1273404,1
191968,294248,1
933799,1000006,1
468394,1861027,1
1814771,8242,1
359043,1441937,1
1201468,391407,1
1492489,170680,1
1046620,660312,1
1501842,1804291,1
1370178,962859,1
989337,1098808,1
486967,1314706,1
807064,328432,1
154999,108672,1
1496586,1161763,1
799928,1544927,1
683612,437918,1
396556,1338260,1
1089838,371430,1
1822201,754202,1
1602107,5952,1
673982,1187485,1
440585,1214433,1
1444565,839726,1
1481211,1172008,1
680149,1137469,1
658777,182926,1
940029,1189181,1
603912,1005648,1
328300,1591223,1
41547,1199239,1
1324851,1169496,1
774038,809487,1
1688497,1256843,1
258438,1779333,1
195636,70995,1
29062,1716362,1
1714168,630263,1
332318,1635973,1
1784501,1175209,1
1100167,294080,1
1332053,988520,1
354000,913819,1
332711,1836452,1
1761746,672682,1
1847625,921779,1
214017,364164,1
878041,1747098,1
1714780,1262168,1
894835,544314,1
1047196,419718,1
32730,447010,1
1141709,1145268,1
1433482,1483249,1
1460771,1384872,1
992435,53017,1
1734672,484000,1
123643,584562,1
1346552,172260,1
683129,95333,1
725945,65853,1
716114,1384114,1
1048536,26127,1
215544,1645409,1
696373,1341908,1
1230379,332261,1
1811024,869540,1
1697342,1391399,1
749765,973241,1
1511137,506652,1
1329675,1650356,1
965287,249599,1
1477833,699399,1
380045,920744,1
724484,47357,1
115896,1068783,1
933967,1729722,1
1582293,1418228,1
1633209,1776534,1
1385977,1382965,1
811216,1757348,1
365605,1194946,1
174840,233577,1
1515527,49654,1
673761,1113302,1
1316527,1050848,1
145693,615859,1
98997,1172256,1
849209,795940,1
404228,1121252,1
1397285,1821598,1
344028,128954,1
1363053,386673,1
370150,309156,1
1748136,344399,1
40734,1846730,1
1493823,906536,1
211913,672931,1
1614089,1098476,1
1572121,673617,1
1029957,1666553,1
1147456,1014242,1
268242,689471,1
743390,1753118,1
864506,73680,1
33973,160884,1
1599392,404827,1
1269301,940535,1
226286,1656986,1
61984,1677514,1
1821049,1815486,1
84192,585350,1
710309,1274531,1
609174,73825,1
1217122,87945,1
135844,105870,1
1253824,177580,1
818557,1289219,1
926441,1240683,1
1007336,41114,1
247318,1645141,1
1163417,1153058,1
883108,1703986,1
1035207,1591900,1
1675381,1592852,1
102564,736825,1
401062,991981,1
1512019,1127728,1
1669525,384109,1
1310537,1759219,1
285988,992727,1
1462987,500986,1
463030,140087,1
501424,1303182,1
753929,769389,1
503948,1476348,1
1786400,839801,1
182889,936942,1
993920,1622197,1
147426,1704716,1
1301397,1778270,1
431909,572360,1
196105,614116,1
57458,1368017,1
115119,1414358,1
969786,355867,1
1046157,547084,1
1048786,694145,1
1349351,1833981,1
1848875,1474360,1
422206,1320302,1
175536,609771,1
947095,1605256,1
3097,490307,1
1144,983301,1
1632604,1513856,1
901942,1736768,1
942255,1663713,1
42949,1280898,1
714045,1007754,1
1613410,193691,1
610151,1158505,1
1511705,324768,1
680160,1810652,1
1824431,44019,1
1544193,1726923,1
1096847,1090016,1
1846297,315714,1
123261,1044345,1
812760,343545,1
90577,1066274,1
656938,1649603,1
67521,1043968,1
1582921,724388,1
1498816,1624243,1
634310,106844,1
984469,1657696,1
903412,183852,1
709205,1303979,1
877030,1176197,1
1854430,169759,1
365970,904612,1
1614184,380675,1
1299938,1832675,1
844345,737883,1
407175,106611,1
1245892,1824517,1
507171,1821772,1
63711,316813,1
31585,361750,1
535207,843243,1
1611607,1322296,1
472160,1530965,1
17093,1407214,1
829659,1377338,1
182571,909583,1
1649597,945524,1
790390,1444089,1
1219489,1277492,1
124436,569306,1
159179,1497180,1
755129,1753260,1
127812,95308,1
641061,1183432,1
1409350,1534630,1
605887,1274498,1
283566,1009495,1
851054,322540,1
1731241,612008,1
444609,1819252,1
572882,514774,1
947796,398087,1
311097,649378,1
736526,388719,1
880946,327580,1
1083072,839123,1
818010,475304,1
1078782,644728,1
517779,1385327,1
782528,844537,1
1475564,1028330,1
889267,1476226,1
1393388,365830,1
1419671,217515,1
714846,381609,1
1818454,1692726,1
1166764,1193218,1
297377,95598,1
1336898,1817704,1
1350830,711042,1
300655,97321,1
111449,318026,1
491654,1268041,1
671912,1216208,1
1741828,749800,1
695638,592803,1
493860,68639,1
1162726,716027,1
376786,1382287,1
1660785,404025,1
999836,697743,1
967589,682317,1
320044,1456752,1
1430877,1027486,1
210297,1813505,1
1225061,37418,1
1208447,786405,1
1360897,391934,1
566379,1735883,1
1733338,1160632,1
802781,1592619,1
8589,1359442,1
1127243,216279,1
1096487,1713175,1
278505,591204,1
585602,1784604,1
1188447,1573793,1
450454,1299855,1
1740571,1489070,1
630884,649541,1
1629627,1508358,1
564817,1525928,1
631219,1260896,1
832952,1418153,1
1717897,471175,1
249654,265690,1
619540,1307966,1
68787,1483249,1
852950,389333,1
1273209,584087,1
1804333,1118852,1
1823041,271162,1
180059,1800284,1
663094,1845665,1
1599154,1783250,1
1361757,9813,1
173970,152605,1
295285,963311,1
297235,1631539,1
576123,401964,1
600801,220597,1
140828,638208,1
1776821,794216,1
446645,1603000,1
1475972,851323,1
1399786,521796,1
1418110,771814,1
576452,1846865,1
1495705,1158838,1
277003,654744,1
367299,896864,1
1860122,1814036,1
1297803,22170,1
661119,548149,1
284023,848227,1
1812955,1108542,1
78852,1192639,1
1811702,1589922,1
1360174,1376580,1
556979,1258669,1
1492489,1564100,1
1752626,904482,1
631163,1591938,1
1496932,26743,1
1569663,1170098,1
607233,1360692,1
719295,1583490,1
976270,1654454,1
149075,1107081,1
1401433,1177892,1
1337761,1587614,1
776527,1057830,1
101645,114968,1
495981,358432,1
1199002,1163058,1
1450381,295874,1
85927,862629,1
480940,889889,1
591889,1128,1
1526528,853837,1
957152,466800,1
543451,1514791,1
1245125,441772,1
467440,422281,1
808013,1794017,1
1106928,575276,1
1057315,397195,1
1003143,475504,1
166878,161827,1
1599888,880085,1
1526163,54004,1
429025,1402888,1
1104170,1763547,1
1485342,367327,1
407460,7729,1
